x	y
0.263114241883159	151.65516263594
1.81278998905327	116.93241730448
2.61960667348467	106.190770848972
3.83355956175365	96.2657608114592
4.50212243979331	105.795758641822
5.50186634331476	100.837855168272
7.41893876029644	82.9015460813297
7.5239497332368	82.811141726551
9.73971605999395	65.1626524007048
10.4710546402493	71.8060913632835
10.4223753467668	72.4844353927508
12.0990373460809	56.980358686735
13.6356205587508	50.3927898142015
13.2840485053603	52.9989299335367
14.4735644815955	50.8103925762843
16.3948834256735	36.7290331030348
17.4573983333539	29.129287401835
17.2968610696262	43.0098560720747
19.6971982495161	32.5141495851706
19.3938574785134	39.3073543715122
21.2164636988891	25.0006687063907
21.8333171710838	31.3478365749027
23.3115380699746	24.0043473763662
24.4402065466857	19.2865148045956
25.1821208979236	22.483809105174
26.1132116552908	18.5551997418988
26.3805129546672	18.1961306916985
28.6555417515337	19.2739552756006
29.4717529268237	20.6789204316026
29.3164123543538	18.9507203183025
